"provinsi","kabupaten","kecamatan","kelurahan","no_tps","suara_1","suara_2","suara_3","golput"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KALISAMPURNO","6","133","71","31","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KETAPANG","1","555","118","260","7"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KETAPANG","2","154","307","167","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KETAPANG","3","176","342","19","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KETAPANG","4","309","356","53","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KALITENGAH","1","66","505","26","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KALITENGAH","2","278","223","70","8"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KALITENGAH","3","484","53","21","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KALITENGAH","4","148","7","97","9"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KALITENGAH","5","268","98","7","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KALITENGAH","6","237","157","328","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KALITENGAH","7","13","51","50","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","GEMPOLSARI","1","112","158","367","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","GEMPOLSARI","2","149","82","74","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","GEMPOLSARI","3","85","322","134","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","GEMPOLSARI","4","158","297","88","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","GEMPOLSARI","5","40","135","112","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","GEMPOLSARI","6","411","140","21","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","GEMPOLSARI","7","212","66","87","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","SENTUL","1","102","22","400","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","SENTUL","2","94","37","302","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","SENTUL","3","8","13","69","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","SENTUL","4","19","352","14","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","SENTUL","5","650","5","11","8"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","SENTUL","6","495","384","3","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PENATARSEWU","1","88","292","7","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PENATARSEWU","2","9","138","16","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PENATARSEWU","3","284","60","41","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PENATARSEWU","4","124","197","6","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PENATARSEWU","5","91","219","148","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PENATARSEWU","6","129","85","266","8"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BANJARASRI","1","462","107","48","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BANJARASRI","2","3","805","119","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BANJARASRI","3","386","291","65","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BANJARASRI","4","703","323","262","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BANJARASRI","5","370","462","11","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BANJARASRI","6","456","10","111","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BANJARPANJI","1","144","1438","33","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BANJARPANJI","2","51","242","46","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BANJARPANJI","3","39","507","163","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BANJARPANJI","4","254","22","37","11"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KEDUNGBANTENG","1","270","3","84","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KEDUNGBANTENG","2","21","1041","9","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KEDUNGBANTENG","3","33","376","86","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KEDUNGBANTENG","4","576","501","61","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KEDUNGBANTENG","5","82","405","178","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KEDUNGBANTENG","6","34","111","88","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KALIDAWIR","1","85","510","11","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KALIDAWIR","2","80","109","170","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KALIDAWIR","3","497","86","611","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KALIDAWIR","4","427","352","59","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PUTAT","1","133","27","35","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PUTAT","2","186","296","57","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PUTAT","3","34","575","117","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PUTAT","4","396","137","15","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PUTAT","5","98","19","6","7"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PUTAT","6","180","32","116","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","PUTAT","7","548","12","85","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","NGABAN","1","207","92","6","8"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","NGABAN","2","64","387","19","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","NGABAN","3","232","218","21","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","NGABAN","4","789","548","114","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KLUDAN","1","217","64","126","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KLUDAN","2","8","14","3","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KLUDAN","3","214","39","215","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KLUDAN","4","42","55","122","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KLUDAN","5","597","35","79","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BORO","1","299","65","29","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BORO","2","17","169","14","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BORO","3","7","49","57","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BORO","4","120","139","36","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","BORO","5","38","91","139","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KEDENSARI","1","279","101","46","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KEDENSARI","2","123","560","231","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KEDENSARI","3","489","630","33","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KEDENSARI","4","41","62","12","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KETEGAN","1","44","335","160","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KETEGAN","2","232","176","78","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KETEGAN","3","106","225","28","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","KETEGAN","4","283","42","247","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KETEGAN","1","44","335","160","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KETEGAN","2","232","176","78","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KETEGAN","3","106","225","28","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KETEGAN","4","283","42","247","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","GANGGANGPANJANG","1","373","284","113","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","GANGGANGPANJANG","2","50","61","54","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","GANGGANGPANJANG","3","264","89","345","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","GANGGANGPANJANG","4","117","137","146","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","GANGGANGPANJANG","5","42","207","13","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","RANDEGAN","1","98","128","24","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","RANDEGAN","2","275","5","183","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","RANDEGAN","3","212","156","219","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","RANDEGAN","4","97","145","298","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","RANDEGAN","5","10","237","42","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TANGGULANGIN","RANDEGAN","6","53","428","422","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KARANGTANJUNG","1","11","12","83","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KARANGTANJUNG","2","447","265","28","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KARANGTANJUNG","3","67","24","179","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KARANGTANJUNG","4","806","164","96","4"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KARANGTANJUNG","5","77","182","14","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KARANGTANJUNG","6","34","65","121","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KARANGTANJUNG","7","603","489","75","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMORAME","1","300","92","123","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMORAME","2","26","761","75","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMORAME","3","503","92","85","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMORAME","4","9","49","15","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMORAME","5","185","406","277","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMORAME","6","92","24","195","9"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMORAME","7","215","176","271","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","NGAMPELSARI","1","203","360","266","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","NGAMPELSARI","2","25","89","12","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","NGAMPELSARI","3","18","115","387","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","NGAMPELSARI","4","524","348","36","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","NGAMPELSARI","5","27","7","65","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","NGAMPELSARI","6","329","448","105","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BALONGGABUS","1","298","47","105","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BALONGGABUS","2","481","391","293","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BALONGGABUS","3","36","94","6","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BALONGGABUS","4","25","671","72","4"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BALONGGABUS","5","805","182","10","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BALONGGABUS","6","96","85","81","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BALONGDOWO","1","171","326","94","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BALONGDOWO","2","32","260","14","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BALONGDOWO","3","262","558","4","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BALONGDOWO","4","121","228","373","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KENDALPECABEAN","1","119","254","372","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KENDALPECABEAN","2","239","195","103","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KENDALPECABEAN","3","577","261","151","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KENDALPECABEAN","4","174","25","10","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KENDALPECABEAN","5","648","199","180","4"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KENDALPECABEAN","6","81","356","6","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEDUNGPELUK","1","51","454","159","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEDUNGPELUK","2","442","89","232","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEDUNGPELUK","3","301","73","236","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEDUNGPELUK","4","799","9","477","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KALIPECABEAN","1","120","97","191","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KALIPECABEAN","2","596","230","117","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KALIPECABEAN","3","1099","308","95","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KALIPECABEAN","4","685","69","503","7"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KALIPECABEAN","5","49","201","254","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KLURAK","1","108","659","189","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KLURAK","2","54","593","135","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KLURAK","3","88","91","336","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KLURAK","4","1","215","240","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KLURAK","5","44","77","270","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEBONSARI","1","204","903","107","6"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEBONSARI","2","484","1547","85","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEBONSARI","3","104","290","88","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEBONSARI","4","54","30","248","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEBONSARI","5","64","256","17","5"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEBONSARI","6","472","131","48","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","GELAM","1","384","100","76","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","GELAM","2","136","850","298","4"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","GELAM","3","13","103","91","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","GELAM","4","10","186","460","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","GELAM","5","406","49","123","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","CANDI","1","52","103","217","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","CANDI","2","507","23","55","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","CANDI","3","390","55","95","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","CANDI","4","133","94","85","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","CANDI","5","52","6","14","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","CANDI","6","45","356","81","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUGIHWARAS","1","265","198","25","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUGIHWARAS","2","782","958","79","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUGIHWARAS","3","472","305","7","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUGIHWARAS","4","147","177","58","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEDUNGKENDO","1","574","81","141","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEDUNGKENDO","2","3","94","128","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEDUNGKENDO","3","154","8","26","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEDUNGKENDO","4","33","75","15","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEDUNGKENDO","5","411","58","380","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEDUNGKENDO","6","65","113","30","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","KEDUNGKENDO","7","228","144","95","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBANJAR","1","57","31","17","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBANJAR","2","260","25","45","8"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBANJAR","3","121","152","26","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBANJAR","4","54","1172","84","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBANJAR","5","68","77","193","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBANJAR","6","151","304","41","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBANJAR","7","268","308","11","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBEDUG","1","217","62","1","6"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBEDUG","2","492","208","54","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBEDUG","3","176","305","132","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBEDUG","4","162","100","84","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBEDUG","5","360","86","45","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","DURUNGBEDUG","6","374","224","304","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","JAMBANGAN","1","22","631","28","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","JAMBANGAN","2","45","201","54","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","JAMBANGAN","3","179","372","109","5"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","JAMBANGAN","4","40","185","76","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","JAMBANGAN","5","146","58","67","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","JAMBANGAN","6","13","58","140","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SIDODADI","1","101","146","73","18"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SIDODADI","2","233","83","354","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SIDODADI","3","106","268","30","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SIDODADI","4","195","22","191","7"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SIDODADI","5","18","210","102","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SIDODADI","1","101","146","73","18"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SIDODADI","2","233","83","354","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SIDODADI","3","106","268","30","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SIDODADI","4","195","22","191","7"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SIDODADI","5","18","210","102","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SEPANDE","1","52","158","213","9"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SEPANDE","2","132","130","76","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SEPANDE","3","396","194","204","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SEPANDE","4","128","391","2","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SEPANDE","5","476","142","33","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SEPANDE","6","298","4","44","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SEPANDE","7","604","48","179","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMOKALI","1","151","306","34","8"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMOKALI","2","224","64","64","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMOKALI","3","192","328","55","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMOKALI","4","211","364","319","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMOKALI","5","285","6","29","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMOKALI","6","1","265","162","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","SUMOKALI","7","45","83","63","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","TENGGULUNAN","1","126","168","200","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","TENGGULUNAN","2","75","190","48","7"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","TENGGULUNAN","3","160","802","22","19"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","TENGGULUNAN","4","10","202","344","5"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BLIGO","1","84","190","55","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BLIGO","2","495","64","121","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BLIGO","3","226","190","154","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BLIGO","4","11","44","90","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BLIGO","5","320","106","83","3"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BLIGO","6","138","39","72","5"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","BLIGO","7","113","94","11","4"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","WEDOROKLURAK","1","74","90","77","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","WEDOROKLURAK","2","444","7","216","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","WEDOROKLURAK","3","6","281","16","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","WEDOROKLURAK","4","38","142","96","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","WEDOROKLURAK","5","19","115","2","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","WEDOROKLURAK","6","467","168","0","4"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","LARANGAN","1","26","237","13","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","LARANGAN","2","217","123","165","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","LARANGAN","3","191","633","213","2"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","LARANGAN","4","351","19","73","0"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","LARANGAN","5","343","187","101","6"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","LARANGAN","6","295","17","18","1"
"PROVINSI JAWA TIMUR","SIDOARJO","CANDI","LARANGAN","7","16","51","99","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEBARON","1","464","227","244","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEBARON","2","133","183","50","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEBARON","3","425","467","120","8"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEBARON","4","360","113","15","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KENONGO","1","69","36","150","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KENONGO","2","425","449","4","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KENONGO","3","344","112","217","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KENONGO","4","20","364","9","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KENONGO","5","132","47","78","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KENONGO","6","233","222","60","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KENONGO","7","63","151","25","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GELANG","1","369","147","4","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GELANG","2","3","198","81","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GELANG","3","75","500","704","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GELANG","4","25","114","49","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GELANG","5","68","14","50","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GELANG","6","77","46","7","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GELANG","7","62","130","3","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","JIKEN","1","24","186","56","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","JIKEN","2","253","38","58","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","JIKEN","3","22","151","17","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","JIKEN","4","223","171","173","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","JIKEN","5","196","294","95","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","PANGKEMIRI","1","212","461","7","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","PANGKEMIRI","2","14","21","48","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","PANGKEMIRI","3","50","84","105","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","PANGKEMIRI","4","112","112","14","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","PANGKEMIRI","5","47","152","128","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","PANGKEMIRI","6","36","116","52","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPATIHAN","1","157","127","16","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPATIHAN","2","39","44","13","8"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPATIHAN","3","11","195","5","4"
